Squad,League,Avg. Possession,Expected Goals,NP Expected Goals,Expected Assisted Goals,Shots on Target Against,Saves Made,Clean Sheets,GK Post-Shot Expected Goals,GK Passes Attempted > 40 yards,GK Throws Attempted,GK Avg. Length of Passes,GK Goal Kicks Attempted,GK % of Goal Kicks > 40 yards,GK Avg. Length of Goal Kicks,GK # of Def. Actions Outside Box,GK Avg. Distance from Goal of Def. Actions,Total Shots,Shots on Target,Goals per Shot on Target,Avg. Distance from Goal Shooting,Goals Minus Expected Goals,Long Passes Attempted,Medium Passes Attempted,Short Passes Attempted,Total Passes Attempted,Progressive Distance of Passes,Total Distance of Passes,Expected Assists,Key Passes (directly lead to shot),Completed Passes into Final Third,Completed Passes into Box,Completed Crosses into Box,Progressive Passes,Total Passes Completed,Live Ball Passes,Dead Ball Passes,Passes Completed by Defenders into Open Space,Switches > width of 40 yards,Crosses,Corner Kicks,Shot Creating Actions,Live Ball Passes Leading to Shot,Dead Ball Passes Leading to Shot,Dribbles Leading to Shot,Def. Actions Leading to Shot,Goal Creating Actions,# of Players Tackled,Tackles Leading to Possession,Tackles in Def. Third,Tackles in Mid. Third,Tackles in Att. Third,# of Dribblers Tackled,# of Times Dribbled Past + Tackles,# of Times Dribbled Past,# of Shots Blocked,# of Passes Blocked,Interceptions,Tackles + Interceptions,Clearances,Touches,Touches in Own Box,Touches in Def. Third,Touches in Mid. Third,Touches in Att. Third,Touches in Opp. Box,Live Ball Touches,Attempted Dribbles,Miscontrol,Dispossessed,Passes Received,Progressive Passes Received,Fouls Committed,Fouls Drawn,Loose Ball Recoveries,Aerial Duels Won,Aerial Duels Lost,label
Stuttgart 2018 - 2019,Bundesliga,45.9,1.117647059,1.097058824,0.829411765,5.264705882,3.323529412,0.176470588,1.658823529,21,3.794117647,1.185294118,305,68.5,1.55,1.205882353,0.432352941,11.97058824,3.323529412,0.007941176,0.535294118,-0.176470588,86.73529412,162.6470588,165.6470588,447.3235294,2335.647059,6116.352941,0.908823529,8.941176471,23.97058824,6.735294118,3.029411765,23.76470588,329.3529412,393,52.35294118,0.529411765,3.441176471,21.38235294,4.970588235,21.32352941,15.11764706,2.147058824,1.058823529,0.852941176,1.794117647,16.94117647,10.64705882,8.794117647,6.382352941,1.764705882,6,14,8,3.411764706,9,11.73529412,28.67647059,26.41176471,562.2647059,61.79411765,186.1470588,261.5294118,119.7058824,17.05882353,562.2352941,11.67647059,14.67647059,9.058823529,324.7352941,23.26470588,11,11.73529412,50.58823529,21.26470588,20.32352941,3
Werder Bremen 2018 - 2019,Bundesliga,52.1,1.464705882,1.373529412,0.991176471,4.617647059,3.176470588,0.147058824,1.429411765,14.73529412,4.970588235,1.017647059,310,51.9,1.267647059,0.735294118,0.394117647,13.73529412,5,0.009117647,0.517647059,0.211764706,84.55882353,216.3235294,210.7058824,539.1470588,2907.529412,7757.705882,1.079411765,10.32352941,35.29411765,9.117647059,2.647058824,37.47058824,423.0294118,486.8529412,51.11764706,0.911764706,3.794117647,19.88235294,4.941176471,24.38235294,18.44117647,1.735294118,1.294117647,0.676470588,2.882352941,16.14705882,10.11764706,7.529411765,6.764705882,1.852941176,6.352941176,16.26470588,9.911764706,3.205882353,9.323529412,11.97058824,28.11764706,24.02941176,652.5294118,62.35294118,188.2941176,314.4705882,155.1176471,20.94117647,652.4117647,12.14705882,15.38235294,9.764705882,418.0588235,37,12.85294118,10.17647059,53.67647059,17.79411765,19.47058824,0
Wolfsburg 2018 - 2019,Bundesliga,53.3,1.4,1.288235294,0.970588235,4.676470588,3.176470588,0.264705882,1.526470588,16.47058824,5.470588235,0.994117647,275,56,1.370588235,0.823529412,0.405882353,12.35294118,4.676470588,0.01,0.520588235,0.335294118,103,202.7058824,166.3823529,504.6764706,2744.941176,7839.529412,1.029411765,9.176470588,26.5,8,2.794117647,29.55882353,387.7647059,450.9705882,51.73529412,0.882352941,7.352941176,20.05882353,5.147058824,22.20588235,15.79411765,2.411764706,1.058823529,0.441176471,2.970588235,15.94117647,10.08823529,8,6.147058824,1.794117647,6.441176471,14.85294118,8.411764706,2.794117647,8.941176471,12.52941176,28.47058824,23.26470588,612.7941176,69.52941176,210.2647059,279.9117647,129.0588235,18.94117647,612.6470588,12.82352941,14.38235294,9.705882353,382.3823529,28.67647059,10.52941176,12.91176471,53.32352941,17.94117647,16.85294118,0
Arsenal 2017 - 2018,Premier League,61.4,1.797368421,1.692105263,1.402631579,3.868421053,2.473684211,0.342105263,1.273684211,12.10526316,6.578947368,0.886842105,253,61.7,1.244736842,1.552631579,0.376315789,15.5,5.868421053,0.008157895,0.471052632,0.123684211,76.63157895,261.2105263,288.3421053,662.9736842,3192.868421,9290.578947,1.452631579,11.68421053,43.63157895,12.57894737,1.289473684,42.92105263,549.4210526,614.3947368,46.23684211,3.078947368,3.973684211,15.05263158,5.921052632,28.34210526,21.52631579,1.394736842,1.789473684,0.526315789,3.394736842,16.39473684,11.18421053,8.210526316,5.973684211,2.210526316,5.736842105,15.28947368,9.552631579,2.710526316,7.078947368,11.23684211,27.63157895,23.13157895,764.5526316,58.28947368,197.5526316,356.1578947,216.5526316,28.89473684,764.4210526,14.39473684,14.21052632,10.84210526,544.2368421,42.42105263,10.07894737,9.921052632,56.52631579,16.57894737,17.36842105,2
Bournemouth 2017 - 2018,Premier League,48.1,1.021052632,0.957894737,0.765789474,4.473684211,2.868421053,0.157894737,1.442105263,17.02631579,5.657894737,1.023684211,328,81.4,1.460526316,0.473684211,0.268421053,12.15789474,4.026315789,0.007105263,0.481578947,0.163157895,83.57894737,190.5526316,179.9473684,472.6842105,2639.763158,6615.657895,0.797368421,9.157894737,32.10526316,7.657894737,1.763157895,29.44736842,353.9473684,417.7368421,53.57894737,0.973684211,2.947368421,18.60526316,5.736842105,21.28947368,15.07894737,2.026315789,1.368421053,0.684210526,2.236842105,13.39473684,8.526315789,7.157894737,4.921052632,1.315789474,5.210526316,13.81578947,8.605263158,4.210526316,7.710526316,9.657894737,23.05263158,29.71052632,583.3947368,63.76315789,201.2105263,248.4736842,140.1315789,20.52631579,583.3157895,16.78947368,14.84210526,11.02631579,349.1842105,28.81578947,8.921052632,10.81578947,51.47368421,18.36842105,19.73684211,0
Brighton 2017 - 2018,Premier League,43.7,0.973684211,0.836842105,0.689473684,4.526315789,3.184210526,0.263157895,1.284210526,23.02631579,3.210526316,1.171052632,352,93.2,1.523684211,0.447368421,0.268421053,9.921052632,2.894736842,0.006578947,0.481578947,-0.105263158,95,151.6842105,154.7631579,430.8421053,2343.105263,5994.5,0.592105263,7.447368421,23.28947368,5.078947368,1.710526316,23.71052632,311.5263158,382.8684211,45.39473684,0.842105263,5.342105263,17.89473684,4.289473684,18.10526316,12.68421053,1.921052632,1.184210526,0.526315789,1.578947368,15.76315789,10,9.473684211,5.394736842,0.894736842,5.394736842,16.89473684,11.5,5,6.315789474,11.81578947,27.57894737,31.10526316,536.9736842,66.84210526,196.8947368,230.1315789,116.0526316,15.39473684,536.7894737,12.81578947,13.05263158,7.789473684,307.3421053,23.23684211,10.86842105,7.289473684,55.84210526,20.94736842,20.44736842,1
Burnley 2017 - 2018,Premier League,43.7,0.85,0.85,0.621052632,4.210526316,3.184210526,0.315789474,1.244736842,28.26315789,3.684210526,1.147368421,329,93,1.739473684,1.052631579,0.328947368,9.947368421,3.315789474,0.007368421,0.447368421,0.071052632,97.84210526,142.5789474,139.6315789,403.6842105,2362.631579,5501.263158,0.618421053,7.315789474,25.63157895,5.605263158,2.342105263,21.73684211,276.9473684,352.1578947,48.89473684,0.5,2.815789474,18.60526316,4.394736842,17.55263158,11.34210526,2.315789474,0.947368421,0.578947368,1.552631579,14.02631579,9.342105263,7.157894737,5.710526316,1.157894737,5.368421053,14.55263158,9.184210526,5.026315789,7,10.52631579,24.55263158,34.21052632,510.1842105,62.78947368,166.8157895,235.2368421,112.9210526,15.42105263,510.1842105,9.078947368,12.86842105,9.078947368,272.6052632,21.21052632,9.210526316,11.10526316,49.34210526,24,25.44736842,1
Chelsea 2017 - 2018,Premier League,55.6,1.431578947,1.368421053,1.092105263,3.078947368,2.131578947,0.421052632,0.923684211,12.31578947,5.947368421,0.878947368,263,52.1,1.202631579,0.763157895,0.363157895,15.86842105,5.526315789,0.007105263,0.471052632,0.147368421,81.34210526,234.4736842,251.7368421,607.9210526,2935.921053,8664.157895,1.139473684,12.68421053,37.65789474,10.47368421,1.947368421,37.44736842,499.1315789,558.7368421,46.34210526,1.815789474,5.342105263,19.86842105,6.052631579,29.34210526,21.92105263,2.184210526,2.078947368,0.526315789,2.868421053,16.73684211,11.21052632,8.447368421,6.605263158,1.684210526,5.473684211,14.47368421,9,2.815789474,6.789473684,11.15789474,27.89473684,22.15789474,711.3684211,60.81578947,212.4210526,316.4210526,190.9210526,26.10526316,711.2894737,19.31578947,14.02631579,10.89473684,493.9736842,36.68421053,9.552631579,10.65789474,58.76315789,15.84210526,13.31578947,2
Crystal Palace 2017 - 2018,Premier League,45.2,1.407894737,1.207894737,0.876315789,4.473684211,3.078947368,0.236842105,1.355263158,21.73684211,2.894736842,1.228947368,316,93,1.652631579,0.842105263,0.355263158,12.26315789,3.526315789,0.007105263,0.468421053,-0.25,78.07894737,145.3684211,176.1578947,424.0526316,2368.605263,5494.131579,0.752631579,8.710526316,27.28947368,7.184210526,1.526315789,25.63157895,310.7631579,371.2894737,51.28947368,0.789473684,2.184210526,18.5,5.526315789,22.05263158,13.71052632,2.184210526,2.315789474,0.789473684,2.026315789,18.05263158,11.76315789,10.34210526,6.236842105,1.473684211,6.842105263,17.52631579,10.68421053,3.078947368,9.184210526,14.52631579,32.57894737,29.21052632,545.3684211,57.86842105,174.3157895,239.7894737,137.8947368,20.97368421,545.1052632,18.89473684,16.26315789,12.68421053,306.4210526,25,11.18421053,10.63157895,56.73684211,19.78947368,18.63157895,1
Everton 2017 - 2018,Premier League,45.5,1.065789474,0.897368421,0.65,4.684210526,3.131578947,0.263157895,1.476315789,24.86842105,4.263157895,1.142105263,340,92.6,1.768421053,1.342105263,0.392105263,9.236842105,2.894736842,0.008947368,0.463157895,0.039473684,89.07894737,147.3157895,167.3684211,433.4736842,2337.605263,5824.631579,0.644736842,6.921052632,27.47368421,5.552631579,1.842105263,22.81578947,314.5526316,382.5526316,48.76315789,0.657894737,3,16.55263158,3.947368421,16.44736842,11.68421053,1.526315789,0.815789474,0.526315789,1.868421053,16.94736842,11.76315789,9.473684211,5.421052632,2.052631579,5.868421053,16.10526316,10.23684211,4.210526316,7,13.52631579,30.47368421,34.42105263,550.8157895,64,186.8947368,241.7894737,127.5263158,15.76315789,550.6052632,12.13157895,16.21052632,10.02631579,309.8947368,22.26315789,12.10526316,9.578947368,53.84210526,20,22.42105263,1
Huddersfield 2017 - 2018,Premier League,45.7,0.823684211,0.784210526,0.623684211,4.157894737,2.605263158,0.263157895,1.360526316,23.44736842,2.710526316,1.163157895,304,81.6,1.523684211,1.447368421,0.378947368,9.473684211,2.789473684,0.005789474,0.494736842,-0.165789474,86.05263158,161.2368421,167.2894737,442.6842105,2334.263158,5863.789474,0.521052632,6.842105263,24.65789474,4.736842105,2.026315789,21.5,316.7368421,389.0789474,51.84210526,0.684210526,2.157894737,20.13157895,4.342105263,16.42105263,11.55263158,1.342105263,1,0.684210526,1.210526316,19.55263158,13.21052632,9.315789474,8.052631579,2.184210526,6.552631579,16.57894737,10.02631579,3.105263158,8.815789474,13.63157895,33.18421053,29.71052632,559.7631579,60.07894737,185.5263158,249.5,131.6842105,13.84210526,559.7105263,12.92105263,14.36842105,10.94736842,310.9210526,20.92105263,10.44736842,9.552631579,56.34210526,20.73684211,21.05263158,1
Leicester City 2017 - 2018,Premier League,48,1.315789474,1.192105263,0.918421053,4.315789474,2.736842105,0.236842105,1.328947368,23.02631579,3.526315789,1.144736842,307,93.5,1.665789474,1.736842105,0.431578947,10.97368421,3.605263158,0.009210526,0.463157895,0.078947368,90.26315789,153.4210526,174.5263158,450.6315789,2342.842105,5956.763158,0.818421053,7.815789474,26.57894737,5.921052632,1.894736842,23.97368421,325.1842105,395.9473684,52.26315789,1.657894737,4.473684211,19.57894737,5.342105263,19.34210526,12.97368421,2.184210526,1.578947368,0.421052632,2.473684211,16.57894737,10.97368421,8.736842105,6.552631579,1.289473684,5.473684211,16.21052632,10.73684211,3.421052632,8.815789474,10.89473684,27.47368421,26.5,559.2368421,58.55263158,171.5,265.3421053,129.4210526,17.71052632,559.0789474,18.89473684,13.57894737,9.421052632,320,23.34210526,9.578947368,9.394736842,56.68421053,20.71052632,19.78947368,1
Liverpool 2017 - 2018,Premier League,60.3,1.918421053,1.857894737,1.386842105,2.736842105,1.684210526,0.447368421,0.957894737,11.44736842,5.473684211,0.85,204,46.6,1.126315789,1.763157895,0.457894737,16.71052632,5.947368421,0.009210526,0.465789474,0.239473684,91.52631579,287.7894737,246.2894737,655.2631579,3303.157895,9659.921053,1.255263158,12.84210526,46.39473684,12.21052632,1.763157895,46.55263158,535.9736842,606.1578947,47.26315789,2.789473684,3.842105263,20.10526316,6.052631579,29.73684211,22.36842105,1.868421053,2.447368421,0.631578947,3.789473684,16.76315789,11.84210526,6.973684211,7.5,2.289473684,5.157894737,13.71052632,8.552631579,1.868421053,8.342105263,9.973684211,26.73684211,20.73684211,753.8947368,48.55263158,183.7105263,387.9210526,189.7105263,27.78947368,753.8157895,17.15789474,15.10526316,11.76315789,530.4736842,45.65789474,9.052631579,8.026315789,59.42105263,15.39473684,17.10526316,2
Manchester City 2017 - 2018,Premier League,71,2.068421053,1.913157895,1.523684211,2.236842105,1.526315789,0.473684211,0.671052632,6.289473684,4.815789474,0.689473684,170,52.9,1.202631579,2.368421053,0.489473684,17.26315789,6.684210526,0.01,0.468421053,0.642105263,71.57894737,299.4210526,372.7631579,788.4473684,3349.394737,11086.07895,1.597368421,13.10526316,53.31578947,13.81578947,1.157894737,46.23684211,688.5263158,741.5263158,45.15789474,3.105263158,5.605263158,18.18421053,7.473684211,31.73684211,24.60526316,1.921052632,2,0.473684211,5.078947368,14.81578947,10.02631579,6.763157895,5.657894737,2.394736842,5.131578947,14.76315789,9.631578947,1.394736842,7.236842105,9.105263158,23.92105263,16.31578947,882.3947368,46.68421053,183.4736842,452.5263158,253.6052632,32.89473684,882.1842105,19.26315789,14.55263158,10.68421053,683.3684211,45.47368421,9.052631579,9.315789474,55.36842105,13.47368421,11,2
Manchester Utd 2017 - 2018,Premier League,54.7,1.465789474,1.402631579,1.065789474,3.763157895,3.078947368,0.5,1.036842105,16.5,4,1.042105263,297,77.8,1.468421053,0.552631579,0.334210526,13.39473684,4.473684211,0.010263158,0.484210526,0.297368421,82.42105263,195.3684211,246.8947368,575.3947368,2684.894737,7702.052632,1.110526316,9.921052632,34.84210526,9.394736842,1.921052632,31.47368421,467.5,524.4473684,48.63157895,2.236842105,4.631578947,19.81578947,5.789473684,23.97368421,18.13157895,1.394736842,1.736842105,0.526315789,3.052631579,14.84210526,9.710526316,7.236842105,5.736842105,1.868421053,4.552631579,14.60526316,10.05263158,2.947368421,7.105263158,12.65789474,27.5,24.36842105,679.0263158,58.36842105,183.9473684,315.7368421,185.0263158,23.44736842,678.9736842,19.36842105,13.47368421,10.5,462.6315789,30.73684211,10.65789474,11.10526316,56.13157895,16.23684211,12.97368421,0
Newcastle Utd 2017 - 2018,Premier League,41.7,1.094736842,1.076315789,0.844736842,3.894736842,2.684210526,0.236842105,1.284210526,21.07894737,3.026315789,1.110526316,339,83.8,1.484210526,0.842105263,0.334210526,11.84210526,3.842105263,0.006842105,0.505263158,-0.094736842,82.07894737,141,162.1315789,412.0789474,2266.368421,5256.342105,0.686842105,8.447368421,23.97368421,5.789473684,1.973684211,23.65789474,291.3421053,361.1842105,49.23684211,1.763157895,3,16.21052632,4.394736842,20.57894737,14.5,1.868421053,1.184210526,0.815789474,1.631578947,16.97368421,11.21052632,8.894736842,6.710526316,1.368421053,5.815789474,16.78947368,10.97368421,3.078947368,9.421052632,11.60526316,28.57894737,32.07894737,529,59.86842105,181.4736842,235.6052632,118.0526316,15.73684211,528.9736842,14.07894737,13.76315789,10.78947368,286.8684211,23.28947368,10.76315789,9.710526316,53.18421053,23.26315789,24.39473684,1
Southampton 2017 - 2018,Premier League,51.3,1.05,0.989473684,0.776315789,4.342105263,2.842105263,0.210526316,1.218421053,17.97368421,3.105263158,1.15,304,90.1,1.560526316,0.631578947,0.318421053,11.76315789,3.578947368,0.006315789,0.476315789,-0.102631579,84.73684211,176.8421053,208.7105263,500.7105263,2380.684211,6535.421053,0.823684211,9.026315789,30.36842105,7.578947368,2.026315789,30.52631579,377.2631579,448.5263158,50.26315789,1.473684211,4.447368421,21.05263158,5.973684211,21.07894737,15.34210526,1.789473684,1.421052632,0.631578947,1.710526316,17.31578947,11.94736842,9,6.578947368,1.736842105,6.421052632,15.92105263,9.5,3.368421053,8.605263158,12.15789474,29.47368421,27.21052632,607.3157895,54.26315789,166.8157895,300.3157895,147.0789474,18.36842105,607.2368421,13.97368421,13.02631579,9.973684211,371.6842105,29.73684211,10.94736842,9.921052632,58.47368421,18.07894737,21.60526316,3
Stoke City 2017 - 2018,Premier League,41.4,0.960526316,0.897368421,0.721052632,5.684210526,3.947368421,0.157894737,1.75,27.07894737,3.078947368,1.131578947,361,89.8,1.636842105,1.131578947,0.368421053,10,3.210526316,0.007368421,0.476315789,-0.065789474,84.05263158,132.1842105,141.7368421,383.3947368,2330,5111.736842,0.678947368,7.578947368,24.23684211,6.052631579,1.578947368,23.65789474,266.3684211,330.1052632,51,0.868421053,2.921052632,15.73684211,3.578947368,17.84210526,11.97368421,1.815789474,1.078947368,0.736842105,1.657894737,17.84210526,11.5,9.736842105,6.631578947,1.473684211,6,15.78947368,9.789473684,3.736842105,7.421052632,12.13157895,29.97368421,33.28947368,496.9736842,66.13157895,168.3684211,224.4473684,111.1052632,15.60526316,496.8947368,13.34210526,14,10.60526316,261.3947368,22.65789474,11.47368421,9.868421053,48.21052632,25.63157895,20.36842105,1
Swansea City 2017 - 2018,Premier League,45.3,0.831578947,0.810526316,0.531578947,5,3.5,0.236842105,1.565789474,21.36842105,4.184210526,1.110526316,358,87.7,1.576315789,0.578947368,0.3,8.894736842,2.5,0.007105263,0.478947368,-0.121052632,88.78947368,171.3947368,175.2631579,458.8684211,2464.921053,6500.631579,0.518421053,5.868421053,25.60526316,5,1.5,22.89473684,347.9736842,407.8947368,49.97368421,0.605263158,3.710526316,18.26315789,3.947368421,15.13157895,10.10526316,1.473684211,1.210526316,0.5,1.052631579,16.05263158,10.97368421,7.526315789,6.342105263,2.184210526,5.815789474,14.47368421,8.657894737,3.263157895,7.552631579,10.26315789,26.31578947,26.81578947,557.6578947,64.52631579,186.0263158,259.6052632,118.1315789,13.92105263,557.6315789,13.76315789,13.23684211,11.55263158,343.3421053,22.18421053,9.921052632,10.52631579,49.39473684,18.07894737,20.23684211,3
